start,end,pm10,latitude_x,longitude_x,pm2_5,latitude_y,longitude_y,no2,lat,lon
2022-01-03 18:00:00,2022-01-03 19:00:00,17.71,44.4264,26.1406,11.32,44.4264,26.1406,18.56,44.4264,26.1406
2022-01-03 19:00:00,2022-01-03 20:00:00,15.01,44.4264,26.1406,9.45,44.4264,26.1406,15.68,44.4264,26.1406
2022-01-03 20:00:00,2022-01-03 21:00:00,11.84,44.4264,26.1406,7.65,44.4264,26.1406,13.75,44.4264,26.1406
2022-01-03 21:00:00,2022-01-03 22:00:00,8.53,44.4264,26.1406,6.09,44.4264,26.1406,10.65,44.4264,26.1406
2022-01-03 22:00:00,2022-01-03 23:00:00,7.49,44.4264,26.1406,3.31,44.4264,26.1406,6.5,44.4264,26.1406
2022-01-03 23:00:00,2022-01-04 00:00:00,7.97,44.4264,26.1406,4.88,44.4264,26.1406,11.43,44.4264,26.1406
2022-01-04 00:00:00,2022-01-04 01:00:00,9.19,44.4264,26.1406,6.6,44.4264,26.1406,10.01,44.4264,26.1406
2022-01-04 01:00:00,2022-01-04 02:00:00,10.71,44.4264,26.1406,8.29,44.4264,26.1406,,44.4264,26.1406
2022-01-04 02:00:00,2022-01-04 03:00:00,11.99,44.4264,26.1406,10.28,44.4264,26.1406,12.27,44.4264,26.1406
2022-01-04 03:00:00,2022-01-04 04:00:00,10.52,44.4264,26.1406,9.9,44.4264,26.1406,14.4,44.4264,26.1406
2022-01-04 04:00:00,2022-01-04 05:00:00,11.84,44.4264,26.1406,9.47,44.4264,26.1406,27.85,44.4264,26.1406
2022-01-04 05:00:00,2022-01-04 06:00:00,15.77,44.4264,26.1406,9.99,44.4264,26.1406,41.28,44.4264,26.1406
2022-01-04 06:00:00,2022-01-04 07:00:00,23.41,44.4264,26.1406,11.75,44.4264,26.1406,44.63,44.4264,26.1406
2022-01-04 07:00:00,2022-01-04 08:00:00,21.17,44.4264,26.1406,12.12,44.4264,26.1406,35.12,44.4264,26.1406
2022-01-04 08:00:00,2022-01-04 09:00:00,20.05,44.4264,26.1406,11.36,44.4264,26.1406,35.2,44.4264,26.1406
2022-01-04 09:00:00,2022-01-04 10:00:00,33.99,44.4264,26.1406,17.3,44.4264,26.1406,31.4,44.4264,26.1406
2022-01-04 10:00:00,2022-01-04 11:00:00,31.3,44.4264,26.1406,20.01,44.4264,26.1406,17.14,44.4264,26.1406
2022-01-04 11:00:00,2022-01-04 12:00:00,23.49,44.4264,26.1406,16.19,44.4264,26.1406,12.79,44.4264,26.1406
2022-01-04 12:00:00,2022-01-04 13:00:00,22.57,44.4264,26.1406,16.11,44.4264,26.1406,12.05,44.4264,26.1406
2022-01-04 13:00:00,2022-01-04 14:00:00,22.48,44.4264,26.1406,13.89,44.4264,26.1406,12.57,44.4264,26.1406
2022-01-04 14:00:00,2022-01-04 15:00:00,20.07,44.4264,26.1406,13.18,44.4264,26.1406,17.46,44.4264,26.1406
2022-01-04 15:00:00,2022-01-04 16:00:00,18.78,44.4264,26.1406,10.72,44.4264,26.1406,30.48,44.4264,26.1406
2022-01-04 16:00:00,2022-01-04 17:00:00,23.37,44.4264,26.1406,11.55,44.4264,26.1406,36.55,44.4264,26.1406
2022-01-04 17:00:00,2022-01-04 18:00:00,27.69,44.4264,26.1406,18.96,44.4264,26.1406,33.19,44.4264,26.1406
2022-01-04 18:00:00,2022-01-04 19:00:00,23.6,44.4264,26.1406,16.8,44.4264,26.1406,32.91,44.4264,26.1406
2022-01-04 19:00:00,2022-01-04 20:00:00,20.65,44.4264,26.1406,14.74,44.4264,26.1406,28.5,44.4264,26.1406
2022-01-04 20:00:00,2022-01-04 21:00:00,18.4,44.4264,26.1406,12.84,44.4264,26.1406,30.67,44.4264,26.1406
2022-01-04 21:00:00,2022-01-04 22:00:00,20.29,44.4264,26.1406,14.56,44.4264,26.1406,27.17,44.4264,26.1406
2022-01-04 22:00:00,2022-01-04 23:00:00,34.55,44.4264,26.1406,29.68,44.4264,26.1406,43.98,44.4264,26.1406
2022-01-04 23:00:00,2022-01-05 00:00:00,41.65,44.4264,26.1406,36.06,44.4264,26.1406,38.73,44.4264,26.1406
2022-01-05 00:00:00,2022-01-05 01:00:00,37.68,44.4264,26.1406,32.77,44.4264,26.1406,23.98,44.4264,26.1406
2022-01-05 01:00:00,2022-01-05 02:00:00,35.15,44.4264,26.1406,31.77,44.4264,26.1406,24.04,44.4264,26.1406
2022-01-05 02:00:00,2022-01-05 03:00:00,31.11,44.4264,26.1406,27.93,44.4264,26.1406,,44.4264,26.1406
2022-01-05 03:00:00,2022-01-05 04:00:00,25.08,44.4264,26.1406,21.75,44.4264,26.1406,22.62,44.4264,26.1406
2022-01-05 04:00:00,2022-01-05 05:00:00,27.18,44.4264,26.1406,24.72,44.4264,26.1406,17.31,44.4264,26.1406
2022-01-05 05:00:00,2022-01-05 06:00:00,29.47,44.4264,26.1406,26.6,44.4264,26.1406,22.12,44.4264,26.1406
2022-01-05 06:00:00,2022-01-05 07:00:00,24.74,44.4264,26.1406,21.0,44.4264,26.1406,24.32,44.4264,26.1406
2022-01-05 07:00:00,2022-01-05 08:00:00,25.9,44.4264,26.1406,21.88,44.4264,26.1406,24.12,44.4264,26.1406
2022-01-05 08:00:00,2022-01-05 09:00:00,24.42,44.4264,26.1406,19.51,44.4264,26.1406,17.88,44.4264,26.1406
2022-01-05 09:00:00,2022-01-05 10:00:00,27.61,44.4264,26.1406,21.04,44.4264,26.1406,16.33,44.4264,26.1406
2022-01-05 10:00:00,2022-01-05 11:00:00,29.89,44.4264,26.1406,22.38,44.4264,26.1406,15.05,44.4264,26.1406
2022-01-05 11:00:00,2022-01-05 12:00:00,27.2,44.4264,26.1406,20.34,44.4264,26.1406,11.53,44.4264,26.1406
2022-01-05 12:00:00,2022-01-05 13:00:00,24.11,44.4264,26.1406,18.03,44.4264,26.1406,12.9,44.4264,26.1406
2022-01-05 13:00:00,2022-01-05 14:00:00,19.15,44.4264,26.1406,12.22,44.4264,26.1406,12.44,44.4264,26.1406
2022-01-05 14:00:00,2022-01-05 15:00:00,21.87,44.4264,26.1406,15.17,44.4264,26.1406,12.35,44.4264,26.1406
2022-01-05 15:00:00,2022-01-05 16:00:00,19.1,44.4264,26.1406,12.45,44.4264,26.1406,20.68,44.4264,26.1406
2022-01-05 16:00:00,2022-01-05 17:00:00,24.14,44.4264,26.1406,15.23,44.4264,26.1406,31.47,44.4264,26.1406
2022-01-05 17:00:00,2022-01-05 18:00:00,27.92,44.4264,26.1406,18.38,44.4264,26.1406,46.73,44.4264,26.1406
2022-01-05 18:00:00,2022-01-05 19:00:00,43.5,44.4264,26.1406,28.65,44.4264,26.1406,53.39,44.4264,26.1406
2022-01-05 19:00:00,2022-01-05 20:00:00,45.67,44.4264,26.1406,32.12,44.4264,26.1406,57.0,44.4264,26.1406
2022-01-05 20:00:00,2022-01-05 21:00:00,53.53,44.4264,26.1406,38.76,44.4264,26.1406,52.39,44.4264,26.1406
2022-01-05 21:00:00,2022-01-05 22:00:00,79.87,44.4264,26.1406,68.9,44.4264,26.1406,50.03,44.4264,26.1406
2022-01-05 22:00:00,2022-01-05 23:00:00,69.46,44.4264,26.1406,61.21,44.4264,26.1406,45.68,44.4264,26.1406
2022-01-05 23:00:00,2022-01-06 00:00:00,65.57,44.4264,26.1406,57.76,44.4264,26.1406,41.42,44.4264,26.1406
2022-01-06 00:00:00,2022-01-06 01:00:00,48.65,44.4264,26.1406,42.14,44.4264,26.1406,39.91,44.4264,26.1406
2022-01-06 01:00:00,2022-01-06 02:00:00,48.59,44.4264,26.1406,42.81,44.4264,26.1406,38.49,44.4264,26.1406
2022-01-06 02:00:00,2022-01-06 03:00:00,40.86,44.4264,26.1406,36.69,44.4264,26.1406,36.11,44.4264,26.1406
2022-01-06 03:00:00,2022-01-06 04:00:00,38.66,44.4264,26.1406,34.37,44.4264,26.1406,,44.4264,26.1406
2022-01-06 04:00:00,2022-01-06 05:00:00,41.74,44.4264,26.1406,36.38,44.4264,26.1406,36.88,44.4264,26.1406
2022-01-06 05:00:00,2022-01-06 06:00:00,40.94,44.4264,26.1406,34.81,44.4264,26.1406,38.41,44.4264,26.1406
2022-01-06 06:00:00,2022-01-06 07:00:00,39.62,44.4264,26.1406,32.75,44.4264,26.1406,44.05,44.4264,26.1406
2022-01-06 07:00:00,2022-01-06 08:00:00,33.53,44.4264,26.1406,28.92,44.4264,26.1406,44.03,44.4264,26.1406
2022-01-06 08:00:00,2022-01-06 09:00:00,39.27,44.4264,26.1406,34.31,44.4264,26.1406,36.59,44.4264,26.1406
2022-01-06 09:00:00,2022-01-06 10:00:00,36.9,44.4264,26.1406,30.83,44.4264,26.1406,23.41,44.4264,26.1406
2022-01-06 10:00:00,2022-01-06 11:00:00,32.36,44.4264,26.1406,25.0,44.4264,26.1406,17.47,44.4264,26.1406
2022-01-06 11:00:00,2022-01-06 12:00:00,24.82,44.4264,26.1406,17.19,44.4264,26.1406,11.3,44.4264,26.1406
2022-01-06 12:00:00,2022-01-06 13:00:00,22.0,44.4264,26.1406,14.57,44.4264,26.1406,11.83,44.4264,26.1406
2022-01-06 13:00:00,2022-01-06 14:00:00,21.89,44.4264,26.1406,14.5,44.4264,26.1406,13.83,44.4264,26.1406
2022-01-06 14:00:00,2022-01-06 15:00:00,26.29,44.4264,26.1406,16.15,44.4264,26.1406,19.51,44.4264,26.1406
2022-01-06 15:00:00,2022-01-06 16:00:00,26.94,44.4264,26.1406,17.39,44.4264,26.1406,18.18,44.4264,26.1406
2022-01-06 16:00:00,2022-01-06 17:00:00,26.9,44.4264,26.1406,18.15,44.4264,26.1406,22.14,44.4264,26.1406
2022-01-06 17:00:00,2022-01-06 18:00:00,29.68,44.4264,26.1406,22.07,44.4264,26.1406,20.2,44.4264,26.1406
2022-01-06 18:00:00,2022-01-06 19:00:00,28.58,44.4264,26.1406,21.78,44.4264,26.1406,17.25,44.4264,26.1406
2022-01-06 19:00:00,2022-01-06 20:00:00,21.53,44.4264,26.1406,15.26,44.4264,26.1406,14.48,44.4264,26.1406
2022-01-06 20:00:00,2022-01-06 21:00:00,16.32,44.4264,26.1406,13.3,44.4264,26.1406,13.78,44.4264,26.1406
2022-01-06 21:00:00,2022-01-06 22:00:00,12.04,44.4264,26.1406,9.14,44.4264,26.1406,11.29,44.4264,26.1406
2022-01-06 22:00:00,2022-01-06 23:00:00,11.02,44.4264,26.1406,8.37,44.4264,26.1406,8.68,44.4264,26.1406
2022-01-06 23:00:00,2022-01-07 00:00:00,4.93,44.4264,26.1406,3.32,44.4264,26.1406,7.66,44.4264,26.1406
2022-01-07 00:00:00,2022-01-07 01:00:00,5.38,44.4264,26.1406,3.61,44.4264,26.1406,8.83,44.4264,26.1406
2022-01-07 01:00:00,2022-01-07 02:00:00,9.42,44.4264,26.1406,7.34,44.4264,26.1406,9.21,44.4264,26.1406
2022-01-07 02:00:00,2022-01-07 03:00:00,10.3,44.4264,26.1406,8.54,44.4264,26.1406,7.85,44.4264,26.1406
2022-01-07 03:00:00,2022-01-07 04:00:00,9.51,44.4264,26.1406,7.88,44.4264,26.1406,9.88,44.4264,26.1406
2022-01-07 04:00:00,2022-01-07 05:00:00,13.04,44.4264,26.1406,11.11,44.4264,26.1406,,44.4264,26.1406
2022-01-07 05:00:00,2022-01-07 06:00:00,12.61,44.4264,26.1406,10.91,44.4264,26.1406,23.09,44.4264,26.1406
2022-01-07 06:00:00,2022-01-07 07:00:00,13.39,44.4264,26.1406,9.74,44.4264,26.1406,29.68,44.4264,26.1406
2022-01-07 07:00:00,2022-01-07 08:00:00,19.67,44.4264,26.1406,11.38,44.4264,26.1406,35.31,44.4264,26.1406
2022-01-07 08:00:00,2022-01-07 09:00:00,30.84,44.4264,26.1406,16.95,44.4264,26.1406,34.67,44.4264,26.1406
2022-01-07 09:00:00,2022-01-07 10:00:00,27.26,44.4264,26.1406,16.26,44.4264,26.1406,29.69,44.4264,26.1406
2022-01-07 10:00:00,2022-01-07 11:00:00,21.47,44.4264,26.1406,14.26,44.4264,26.1406,17.85,44.4264,26.1406
2022-01-07 11:00:00,2022-01-07 12:00:00,10.94,44.4264,26.1406,7.61,44.4264,26.1406,15.61,44.4264,26.1406
2022-01-07 12:00:00,2022-01-07 13:00:00,6.55,44.4264,26.1406,3.9,44.4264,26.1406,17.97,44.4264,26.1406
2022-01-07 13:00:00,2022-01-07 14:00:00,9.57,44.4264,26.1406,6.24,44.4264,26.1406,22.82,44.4264,26.1406
2022-01-07 14:00:00,2022-01-07 15:00:00,10.8,44.4264,26.1406,6.06,44.4264,26.1406,19.7,44.4264,26.1406
2022-01-07 15:00:00,2022-01-07 16:00:00,15.19,44.4264,26.1406,9.1,44.4264,26.1406,19.69,44.4264,26.1406
2022-01-07 16:00:00,2022-01-07 17:00:00,14.76,44.4264,26.1406,8.29,44.4264,26.1406,21.41,44.4264,26.1406
2022-01-07 17:00:00,2022-01-07 18:00:00,18.55,44.4264,26.1406,11.69,44.4264,26.1406,18.12,44.4264,26.1406
2022-01-07 18:00:00,2022-01-07 19:00:00,17.58,44.4264,26.1406,11.81,44.4264,26.1406,16.0,44.4264,26.1406
2022-01-07 19:00:00,2022-01-07 20:00:00,15.6,44.4264,26.1406,9.83,44.4264,26.1406,16.44,44.4264,26.1406
2022-01-07 20:00:00,2022-01-07 21:00:00,13.54,44.4264,26.1406,7.78,44.4264,26.1406,14.59,44.4264,26.1406
2022-01-07 21:00:00,2022-01-07 22:00:00,14.67,44.4264,26.1406,9.87,44.4264,26.1406,13.25,44.4264,26.1406
2022-01-07 22:00:00,2022-01-07 23:00:00,14.45,44.4264,26.1406,10.29,44.4264,26.1406,10.79,44.4264,26.1406
2022-01-07 23:00:00,2022-01-08 00:00:00,14.05,44.4264,26.1406,9.99,44.4264,26.1406,10.21,44.4264,26.1406
2022-01-08 00:00:00,2022-01-08 01:00:00,13.31,44.4264,26.1406,10.11,44.4264,26.1406,8.93,44.4264,26.1406
2022-01-08 01:00:00,2022-01-08 02:00:00,13.78,44.4264,26.1406,10.45,44.4264,26.1406,7.37,44.4264,26.1406
2022-01-08 02:00:00,2022-01-08 03:00:00,12.58,44.4264,26.1406,9.83,44.4264,26.1406,7.09,44.4264,26.1406
2022-01-08 03:00:00,2022-01-08 04:00:00,16.74,44.4264,26.1406,12.91,44.4264,26.1406,8.28,44.4264,26.1406
2022-01-08 04:00:00,2022-01-08 05:00:00,13.0,44.4264,26.1406,10.35,44.4264,26.1406,8.73,44.4264,26.1406
2022-01-08 05:00:00,2022-01-08 06:00:00,9.97,44.4264,26.1406,7.02,44.4264,26.1406,,44.4264,26.1406
2022-01-08 06:00:00,2022-01-08 07:00:00,10.45,44.4264,26.1406,8.16,44.4264,26.1406,15.84,44.4264,26.1406
2022-01-08 07:00:00,2022-01-08 08:00:00,8.58,44.4264,26.1406,7.13,44.4264,26.1406,18.47,44.4264,26.1406
2022-01-08 08:00:00,2022-01-08 09:00:00,9.01,44.4264,26.1406,7.39,44.4264,26.1406,20.79,44.4264,26.1406
2022-01-08 09:00:00,2022-01-08 10:00:00,8.59,44.4264,26.1406,6.58,44.4264,26.1406,20.72,44.4264,26.1406
2022-01-08 10:00:00,2022-01-08 11:00:00,14.64,44.4264,26.1406,11.57,44.4264,26.1406,20.58,44.4264,26.1406
2022-01-08 11:00:00,2022-01-08 12:00:00,16.04,44.4264,26.1406,12.82,44.4264,26.1406,18.6,44.4264,26.1406
2022-01-08 12:00:00,2022-01-08 13:00:00,17.8,44.4264,26.1406,15.56,44.4264,26.1406,17.92,44.4264,26.1406
2022-01-08 13:00:00,2022-01-08 14:00:00,12.85,44.4264,26.1406,10.75,44.4264,26.1406,21.5,44.4264,26.1406
2022-01-08 14:00:00,2022-01-08 15:00:00,13.57,44.4264,26.1406,11.23,44.4264,26.1406,20.41,44.4264,26.1406
2022-01-08 15:00:00,2022-01-08 16:00:00,13.41,44.4264,26.1406,11.38,44.4264,26.1406,20.13,44.4264,26.1406
2022-01-08 16:00:00,2022-01-08 17:00:00,15.41,44.4264,26.1406,14.28,44.4264,26.1406,15.63,44.4264,26.1406
2022-01-08 17:00:00,2022-01-08 18:00:00,12.89,44.4264,26.1406,11.62,44.4264,26.1406,20.35,44.4264,26.1406
2022-01-08 18:00:00,2022-01-08 19:00:00,13.46,44.4264,26.1406,12.56,44.4264,26.1406,24.68,44.4264,26.1406
2022-01-08 19:00:00,2022-01-08 20:00:00,14.85,44.4264,26.1406,14.36,44.4264,26.1406,20.3,44.4264,26.1406
2022-01-08 20:00:00,2022-01-08 21:00:00,10.17,44.4264,26.1406,9.04,44.4264,26.1406,17.28,44.4264,26.1406
2022-01-08 21:00:00,2022-01-08 22:00:00,8.61,44.4264,26.1406,6.29,44.4264,26.1406,16.54,44.4264,26.1406
2022-01-08 22:00:00,2022-01-08 23:00:00,9.15,44.4264,26.1406,7.47,44.4264,26.1406,15.8,44.4264,26.1406
2022-01-08 23:00:00,2022-01-09 00:00:00,9.32,44.4264,26.1406,7.22,44.4264,26.1406,13.63,44.4264,26.1406
2022-01-09 00:00:00,2022-01-09 01:00:00,5.02,44.4264,26.1406,2.54,44.4264,26.1406,12.74,44.4264,26.1406
2022-01-09 01:00:00,2022-01-09 02:00:00,3.88,44.4264,26.1406,1.21,44.4264,26.1406,13.57,44.4264,26.1406
2022-01-09 02:00:00,2022-01-09 03:00:00,5.81,44.4264,26.1406,3.24,44.4264,26.1406,13.2,44.4264,26.1406
2022-01-09 03:00:00,2022-01-09 04:00:00,3.85,44.4264,26.1406,0.63,44.4264,26.1406,13.89,44.4264,26.1406
2022-01-09 04:00:00,2022-01-09 05:00:00,7.38,44.4264,26.1406,5.37,44.4264,26.1406,13.14,44.4264,26.1406
2022-01-09 05:00:00,2022-01-09 06:00:00,7.02,44.4264,26.1406,4.26,44.4264,26.1406,17.68,44.4264,26.1406
2022-01-09 06:00:00,2022-01-09 07:00:00,6.18,44.4264,26.1406,2.81,44.4264,26.1406,,44.4264,26.1406
2022-01-09 07:00:00,2022-01-09 08:00:00,9.73,44.4264,26.1406,6.51,44.4264,26.1406,15.0,44.4264,26.1406
2022-01-09 08:00:00,2022-01-09 09:00:00,6.71,44.4264,26.1406,3.77,44.4264,26.1406,13.03,44.4264,26.1406
2022-01-09 09:00:00,2022-01-09 10:00:00,7.49,44.4264,26.1406,3.85,44.4264,26.1406,13.5,44.4264,26.1406
2022-01-09 10:00:00,2022-01-09 11:00:00,8.59,44.4264,26.1406,5.57,44.4264,26.1406,15.29,44.4264,26.1406
2022-01-09 11:00:00,2022-01-09 12:00:00,10.36,44.4264,26.1406,8.1,44.4264,26.1406,12.43,44.4264,26.1406
2022-01-09 12:00:00,2022-01-09 13:00:00,14.0,44.4264,26.1406,11.83,44.4264,26.1406,10.22,44.4264,26.1406
2022-01-09 13:00:00,2022-01-09 14:00:00,13.1,44.4264,26.1406,11.15,44.4264,26.1406,11.19,44.4264,26.1406
2022-01-09 14:00:00,2022-01-09 15:00:00,13.41,44.4264,26.1406,11.65,44.4264,26.1406,13.73,44.4264,26.1406
2022-01-09 15:00:00,2022-01-09 16:00:00,14.94,44.4264,26.1406,12.41,44.4264,26.1406,18.63,44.4264,26.1406
2022-01-09 16:00:00,2022-01-09 17:00:00,19.73,44.4264,26.1406,15.45,44.4264,26.1406,20.32,44.4264,26.1406
2022-01-09 17:00:00,2022-01-09 18:00:00,18.97,44.4264,26.1406,14.97,44.4264,26.1406,22.67,44.4264,26.1406
2022-01-09 18:00:00,2022-01-09 19:00:00,16.89,44.4264,26.1406,12.54,44.4264,26.1406,26.32,44.4264,26.1406
2022-01-09 19:00:00,2022-01-09 20:00:00,16.96,44.4264,26.1406,13.13,44.4264,26.1406,28.66,44.4264,26.1406
2022-01-09 20:00:00,2022-01-09 21:00:00,11.54,44.4264,26.1406,9.58,44.4264,26.1406,16.48,44.4264,26.1406
2022-01-09 21:00:00,2022-01-09 22:00:00,12.41,44.4264,26.1406,10.94,44.4264,26.1406,16.61,44.4264,26.1406
2022-01-09 22:00:00,2022-01-09 23:00:00,13.14,44.4264,26.1406,11.65,44.4264,26.1406,9.24,44.4264,26.1406
2022-01-09 23:00:00,2022-01-10 00:00:00,13.63,44.4264,26.1406,11.31,44.4264,26.1406,13.05,44.4264,26.1406
2022-01-10 00:00:00,2022-01-10 01:00:00,20.06,44.4264,26.1406,15.39,44.4264,26.1406,23.22,44.4264,26.1406
2022-01-10 01:00:00,2022-01-10 02:00:00,23.51,44.4264,26.1406,17.14,44.4264,26.1406,21.17,44.4264,26.1406
2022-01-10 02:00:00,2022-01-10 03:00:00,23.06,44.4264,26.1406,19.64,44.4264,26.1406,16.29,44.4264,26.1406
2022-01-10 03:00:00,2022-01-10 04:00:00,16.72,44.4264,26.1406,13.32,44.4264,26.1406,10.84,44.4264,26.1406
2022-01-10 04:00:00,2022-01-10 05:00:00,13.67,44.4264,26.1406,11.69,44.4264,26.1406,10.34,44.4264,26.1406
2022-01-10 05:00:00,2022-01-10 06:00:00,11.08,44.4264,26.1406,9.51,44.4264,26.1406,13.07,44.4264,26.1406
2022-01-10 06:00:00,2022-01-10 07:00:00,7.18,44.4264,26.1406,5.58,44.4264,26.1406,15.56,44.4264,26.1406
2022-01-10 07:00:00,2022-01-10 08:00:00,7.11,44.4264,26.1406,5.1,44.4264,26.1406,,44.4264,26.1406
2022-01-10 08:00:00,2022-01-10 09:00:00,6.28,44.4264,26.1406,3.43,44.4264,26.1406,16.47,44.4264,26.1406
2022-01-10 09:00:00,2022-01-10 10:00:00,7.62,44.4264,26.1406,5.2,44.4264,26.1406,14.01,44.4264,26.1406
2022-01-10 10:00:00,2022-01-10 11:00:00,8.09,44.4264,26.1406,5.45,44.4264,26.1406,14.35,44.4264,26.1406
